band_index,wavelength_nm,mean,std,valid_ratio
392,2335.34,0.16829519,0.08309906,0.7388568188201117
393,2340.31,0.15906687,0.07984782,0.7388568188201117
394,2345.27,0.15628646,0.078984655,0.7388568188201117
395,2350.23,0.14713301,0.07570138,0.7388568188201117
396,2355.19,0.150206,0.07719268,0.7388568188201117
397,2360.16,0.15618539,0.08003903,0.7388568188201117
398,2365.12,0.15114233,0.07848352,0.7388568188201117
399,2370.08,0.14715457,0.076914266,0.7388568188201117
400,2375.04,0.14449471,0.07624402,0.7388568188201117
401,2380.0,0.12738498,0.06957615,0.7388568188201117
402,2384.97,0.122968525,0.06814171,0.7388568188201117
403,2389.93,0.12650397,0.07005822,0.7388568188201117
404,2394.89,0.13497992,0.074682176,0.7388568188201117
405,2399.85,0.13569207,0.07548441,0.7388568188201117
406,2404.81,0.12571676,0.07157379,0.7388568188201117
407,2409.77,0.11539482,0.067247346,0.7388568188201117
408,2414.72,0.10704072,0.063591845,0.7388568188201117
409,2419.68,0.10439732,0.06211886,0.7388568188201117
410,2424.64,0.120530605,0.073008426,0.7388568188201117
411,2429.6,0.12864888,0.07745514,0.7388568188201117
412,2434.56,0.12236361,0.07441246,0.7388568188201117
413,2439.52,0.12528113,0.07816229,0.7388568188201117
414,2444.48,0.11942691,0.07605923,0.7388568188201117
415,2449.43,0.0908519,0.053724196,0.7388568188201117
416,2454.39,0.11549182,0.07689601,0.7388568188201117
417,2459.35,0.12877902,0.08719281,0.7388568188201117
418,2464.31,0.116870895,0.080078304,0.7388568188201117
419,2469.26,0.11221635,0.078349784,0.7388568188201117
420,2474.22,0.11456474,0.075127244,0.7388568188201117
421,2479.18,0.13225976,0.086392716,0.7388568188201117
422,2484.13,0.23668082,0.18298349,0.7388568188201117
423,2489.09,0.26178175,0.19617061,0.7388568188201117
424,2494.04,0.32209632,0.2560348,0.7388568188201117
425,2499.0,0.27744243,0.23327018,0.7388568188201117
